"Text","TC name","text ID","typ_ID","right visible:"," ","Level 0","Level 1","Level 2","Level 3","Level 4","Level 5","Level 6","Level 7","Level 8","Level 9","Level 10","Level 11","Level 12","Level 13","Level 14","Level 15","right active:","Level 0","Level 1","Level 2","Level 3","Level 4","Level 5","Level 6","Level 7","Level 8","Level 9","Level 10","Level 11","Level 12","Level 13","Level 14","Level 15","state internal:","validation","protocol","PDA","signature required","operate at <> 0 degree","Force to format value","No safety check","phys. min","phys. max","read/write","Format"
"LEAFLET FEEDER","LeafletFeeder_SET_H_LEAFLETFEEDER",21820,"Notiz",226,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Cover guide height","LeafletFeeder_SET_CoverGuideHeight",22138,"Notiz",227,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Position reversing roller","LeafletFeeder_SET_PositionReversingRoller",24176,"Notiz",228,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Position pressure roller","LeafletFeeder_SET_PositionPressureRoller",24177,"Notiz",229,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Program number leaflet folder","LeafletFeeder_SET_ProgramNrLeafletFolder",24539,"Notiz",230,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Leaflet height left","LeafletFeeder_SET_LeafletHeightLeft",15291,"Notiz",231,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Leaflet height right","LeafletFeeder_SET_LeafletHeightRight",15292,"Notiz",232,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"SPLICE DETECTION","SpliceDetection_SET_H",28692,"Notiz",233,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Position splice detection","SpliceDetection_SET_Pos",28693,"Notiz",234,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Carton feeder
"Switch Carton","CartonFeeder_SWI_Carton",11070,"Schalter",434,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",-99999,999999,"rw","f"
"Switch Carton sideflap opener","OpenCartonSideflap_SWI_On",17253,"Schalter",435,2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",-99999,999999,"rw","f"
"Cam carton pick-off","CartonFeeder_CAM_PickOff",10154,"Winkel",458,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Cam carton detection","CartonChain_CAM_Detection",11085,"Winkel",452,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Cam carton aligner","CartonFeeder_CAM_Aligner",11175,"Winkel",459,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Cam carton sideflap opener","OpenCartonSideflap_CAM_Open",17256,"Winkel",460,2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Section carton pick-off","CartonFeeder_CON_SEC_PickOff",10357,"Config",38,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"Section carton detection","CartonFeeder_CON_SEC_Detection",10367,"Config",39,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"Serial error carton","CartonFeeder_CON_SerialError",10335,"Config",40,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"w","f"
"CARTON FEEDER","CartonFeeder_SET_H",12145,"Notiz",246,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Carton feeder height","CartonFeeder_SET_Height",12492,"Notiz",247,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Sucker arm","CartonFeeder_SET_SuckerArm",12493,"Notiz",248,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Overexpander","CartonFeeder_SET_Overexpander",12494,"Notiz",249,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Setting overexpander","CartonFeeder_SET_SetOverexpander",13180,"Notiz",250,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Carton detection length","CartonFeeder_SET_ScanLength",14465,"Notiz",251,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Carton detection width","CartonFeeder_SET_ScanWidth",14466,"Notiz",252,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Erector guide length","CartonFeeder_SET_ErectorGuideLength",12537,"Notiz",253,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Erector guide height","CartonFeeder_SET_ErectorGuideHeight",13023,"Notiz",254,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Erector guide width","CartonFeeder_SET_ErectorGuideWidth",14443,"Notiz",255,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Erector guide","CartonFeeder_SET_ErectorGuide",12708,"Notiz",256,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Pressure pad","CartonFeeder_SET_PressurePad",12931,"Notiz",257,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Erector assist for carton","CartonFeeder_SET_ErectorAssist",14947,"Notiz",258,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"carton sideflap opener","CartonFeeder_SET_SideFlapOpener",20345,"Notiz",259,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Carton magazine
"CARTON MAGAZINE","CartonMagazine_SET_H",12144,"Notiz",239,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Carton height + width","CartonMagazine_SET_CartonHeight+Width",12495,"Notiz",240,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Control lever length","CartonMagazine_SET_ControlLeverLength",21014,"Notiz",241,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Carton length","CartonMagazine_SET_CartonLength",12496,"Notiz",242,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Flap length","CartonMagazine_SET_FlapLength",12497,"Notiz",243,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Carton height","CartonMagazine_SET_CartonHeight",12498,"Notiz",244,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Side guide","CartonMagazine_SET_SideGuide",14247,"Notiz",245,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Product loader
"Switch Change loading pushers","ProductInsert_SWI_ChangeLoadingPushers",12142,"Schalter",437,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",-99999,999999,"rw","f"
"Cam Product load separating rail","ProductInsert_CAM_ProductLoadSepRail",10157,"Winkel",462,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Cam leaflet pre-insertion","LeafletPreInsertion_CAM_SeparatingRail",11086,"Winkel",463,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Section leaflet pre-insertion separating rail","LeafletPreInsertion_CON_SEC_LeafletSeparatingRail",10368,"Config",48,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"Section product load separating rail","ProductInsert_CON_SEC_ProductLoadSepRail",11520,"Config",45,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"Section overload product loader","ProductInsert_CON_SEC_OverloadProductLoader",11521,"Config",46,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"LEAFLET PRE-INSERTION","LeafletPreInsertion_SET_H",12150,"Notiz",267,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Pre-insertion tongues","LeafletPreInsertion_SET_Tongues",11038,"Notiz",268,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Pre-insertion cam","LeafletPreInsertion_SET_Cam",11039,"Notiz",269,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Leaflet pre-insertion height","LeafletPreInsertion_SET_Height",12632,"Notiz",270,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Pre-insert height + booklet","LeafletPreInsertion_SET_Height+Booklet",13457,"Notiz",271,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"PRODUCT LOADER","ProductInsert_SET_H",12151,"Notiz",264,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Product loader","ProductInsert_SET_Loader",11040,"Notiz",265,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Loading plate","ProductInsert_SET_LoadingPlate",16183,"Notiz",266,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Luminescence Control
"Switch Luminescence control","LeafletPresentControlLumat_SWI_On",11069,"Schalter",438,2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",23,"true","true","true","false","true","false","false",-99999,999999,"rw","f"
"Cam luminescence control","LeafletPresentControlLumat_CAM_Control",11077,"Winkel",464,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Section luminescence control","LeafletPresentControlLumat_CON_SEC_Control",10366,"Config",49,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"Serial error luminescence control","LeafletPresentControlLumat_CON_SerialError",10341,"Config",50,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"w","f"
"LUMINESCENCE CONTROL","LeafletPresentControlLumat_SET_H",12181,"Notiz",272,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Luminescence height","LeafletPresentControlLumat_SET_Height",12099,"Notiz",273,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Luminescence length","LeafletPresentControlLumat_SET_Length",13181,"Notiz",274,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Position luminescence","LeafletPresentControlLumat_SET_Pos",13874,"Notiz",275,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Embossing station
"Cam pos. mon. embos. wheel backside","EmbossingControlBackSide_CAM",15204,"Winkel",465,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Section embossing station","EmbossingStation_CON_SEC",11523,"Config",52,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"EMBOSSING STATION","EmbossingStation_SET_H",12256,"Notiz",276,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Embossing control length","EmbossingStation_SET_ControlLength",21501,"Notiz",277,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"EMBOSSING STATION RIGHT","EmbossingStation_SET_H_Right",12152,"Notiz",278,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Embossing station length","EmbossingStation_SET_LengthRight",11048,"Notiz",279,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Embossing station height","EmbossingStation_SET_HeightRight",12100,"Notiz",280,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"EMBOSSING STATION LEFT","EmbossingStation_SET_H_Left",12153,"Notiz",281,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Embossing station length","EmbossingStation_SET_LengthLeft",12086,"Notiz",282,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Embossing station height","EmbossingStation_SET_HeightLeft",12085,"Notiz",283,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"

Hot melt
"Switch Hot-melt appl. at back side","HotmeltProBlue4_SWI_BackSide",15110,"Schalter",440,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",-99999,999999,"rw","f"
"Switch Hot-melt appl. at loading side","HotmeltProBlue4_SWI_LoadSide",14171,"Schalter",441,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",-99999,999999,"rw","f"
"Switch Service hot-melt device","HotmeltProBlue4_SWI_Service",15665,"Schalter",439,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",-99999,999999,"rw","f"
"spray 1","HotMelt_SP1_SWI_Rein",16185,"Schalter",442,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",18,"false","true","false","false","true","false","false",-99999,999999,"w",
"spray 2","HotMelt_SP2_SWI_Rein",16186,"Schalter",443,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",18,"false","true","false","false","true","false","false",-99999,999999,"w",
"Cam hot-melt start back side","HotmeltProBlue4_CAM_StartBackSide",16671,"Winkel",466,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Cam hot-melt start loading side","HotmeltProBlue4_CAM_StartLoadSide",14170,"Winkel",467,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,99,"rw","f"
"Number of hot-melt cartons by stop backside","HotmeltProBlue4_CON_NumbOfCtByStop_BackSide",21823,"Config",53,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",1,8,"w","f"
"Number of hot-melt cartons by stop loading side","HotmeltProBlue4_CON_NumbOfCtByStop_LoadSide",21824,"Config",54,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",1,8,"w","f"
"Hot-melt point glueing","HotmeltProBlue4_CON_SpeedPtGlueing",15385,"Config",55,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",15,350,"w","f"
"Hot-melt point glueing","HotmeltProBlue4_CON_NumbOfPtGlueCt",15385,"Config",56,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",1,100,"w","f"
"Hot-melt point glueing","HotmeltProBlue4_CON_TimePtGlue",15385,"Config",57,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",2,40,"w","f"
"Hot-melt not glueing      (msec * 5)","HotmeltProBlue4_CON_PausePtGlue",15392,"Config",58,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",2,100,"w","f"
"Hot-melt pressure max.","HotmeltProBlue4_CON_PressureMax",15584,"Config",59,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",10,100,"w","f"
"Hot-melt pressure min.","HotmeltProBlue4_CON_PressureMin",15669,"Config",60,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",1,80,"w","f"
"Section hot-melt at back side","HotmeltProBlue4_CON_SEC_BackSide",15111,"Config",62,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"Section hot-melt at loading side","HotmeltProBlue4_CON_SEC_LoadSide",17257,"Config",61,2072,"false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",19,"true","true","false","false","true","false","false",0,256,"rw","f"
"HOT-MELT APPLICATOR","HotmeltProBlue4_SET_H",12154,"Notiz",284,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"w","f"
"Hot-melt applic. program number","HotmeltProBlue4_SET_ProgNumber",12163,"Notiz",285,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Delay hot-melt application","HotmeltProBlue4_SET_GlueDelay",12164,"Notiz",286,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Hot-melt application","HotmeltProBlue4_SET_Glueing",12165,"Notiz",287,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Hot-melt temp. reservoir","HotmeltProBlue4_SET_TempTank",12166,"Notiz",288,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Hot-melt temp. hose","HotmeltProBlue4_SET_TempHose",12167,"Notiz",289,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
"Hot-melt temp. spray.head","HotmeltProBlue4_SET_TempSprayHead",12168,"Notiz",290,2076,"false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","false",2064,"false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false",3,"true","true","false","false","false","false","false",-99999,999999,"rw","f"
